date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-10-07 17:32:35,Trust04432258,KMutisi,0,0,1,"Are they willing to have that dialogue iyo EU and US embassy yacho pane zvekungo rota ka",,,,1181261048294383616,https://twitter.com/Trust04432258/status/1181261048294383616
2019-10-07 12:13:13,kk_nguyen,KrauseForIowa,0,1,1,"@TerryBranstad should weigh in. He’s the US embassador. FWIW, The Chinese embassy here and the Chinese basketball league had a right to respond. Agree that dialogue and not capitulation should continue... and not buried as if it didn’t exist",,@TerryBranstad,,1181180679524163584,https://twitter.com/kk_nguyen/status/1181180679524163584
2019-10-07 10:20:37,hcgkr,,0,0,0,"A Dialogue between Mr. KT Rama Rao Garu, Minister of MA &amp; UD, Industries, and IT &amp; Commerce, His Excellency, Shin Bong Kil, Chief Secretary, SK Joshi Garu along with other distinguished Embassy and Telangana Government representatives at The Park on 25th September, 2019 ",,,,1181152340591538176,https://twitter.com/hcgkr/status/1181152340591538176
2019-10-07 08:16:30,EstoppelP,GeorgeMbaka,0,3,1,"Swiss can organize the dialogue but it should not hold in Swiss. It should be moved to any country in Scandinavia. Except the Swiss show beyond all reasonable doubt that the are not involved in the kidnap of Abdul Karim. He was picked in front of Swiss embassy &amp; they are quiet!",,,,1181121106972958720,https://twitter.com/EstoppelP/status/1181121106972958720
2019-10-07 03:01:23,clara111,,0,1,3,"The ‘Dialogue for Peace’ delivered the ‘Peace Letter’ at the Chinese Embassy’s mailbox in #Estonia with the message to urge for a meaningful dialogue between occupied Tibet and China. #Dialogue4Peace #Tibetans #Peace https://www.facebook.com/Dialogueforpeacetibet/posts/483526708901790",,,#Estonia #Dialogue4Peace #Tibetans #Peace,1181041805028155394,https://twitter.com/clara111/status/1181041805028155394
2019-10-07 00:48:59,kizu91,,0,0,0,"TEL AVIV...Israel...Foreign...Minister...Katz...initiator...sign...non-aggression...treaty...Arab...Persian...Gulf...FBI...Question...Russia...Lawmaker...Embassy...sent...note...parliament...member...Inga Yumasheva...Fort...Ross...Dialogue...forum...arrival...voice...safe...match",,,,1181008483165986816,https://twitter.com/kizu91/status/1181008483165986816
2019-10-06 19:29:32,mwgbanks,mwgbanks,2,0,4,"2/3 There are a lot of unanswered questions. I watched the press pack at the Russian Embassy ask whatever questions they wanted. Still nothing was certain. I have no vested interest I just do not accept whatever I am TOLD as some journalists did. The need for #dialogue remains!",,,#dialogue,1180928093369831428,https://twitter.com/mwgbanks/status/1180928093369831428
2019-10-05 07:13:05,realBillWhite,bennyjohnson,0,0,0,"Yes! Focus on @realDonaldTrump and his achievements; that no @POTUS has ever done: Record Employment; Strongest Job Growth; Booming Economy; Jerusalem Capital; US Embassy in Jerusalem; Dialogue with North Korea; China on its knees - yeah @JoeBiden focus #MAGA",,@realDonaldTrump @POTUS @JoeBiden,#MAGA,1180380370258321408,https://twitter.com/realBillWhite/status/1180380370258321408
2019-10-05 07:12:08,realBillWhite,bennyjohnson,0,0,0,"Yes! Focus on @realDonaldTrump and his achievements; that no @POTUS has ever done: Record Employment; Strongest Job Growth; Booming Economy; Jerusalem Capital; US Embassy in Jerusalem; Dialogue with North Korea; China on its knees - yeah @JoeBiden focus #MAGA",,@realDonaldTrump @POTUS @JoeBiden,#MAGA,1180380133074636800,https://twitter.com/realBillWhite/status/1180380133074636800
2019-10-04 10:17:10,fakharrehman001,,1,2,4,"News Alert : A 12 member Afghan delegation led by Mullah Abdul Ghani Brother met US delegation led by Zalmay Khalilzad in Diplomatic Enclave at US Embassy in Islamabad. The meeting took place on Wednesday. Resumption of peace talks circling around ceasefire and intra Afg dialogue",,,,1180064310237827073,https://twitter.com/fakharrehman001/status/1180064310237827073
2019-10-03 09:54:28,ItalyinIraq,,3,4,5,"The Italian Embassy in #Iraq expresses its deep concern and sadness for the victims of ongoing protests in #Baghdad and other Iraqi cities. @ItalyinIraq fully supports a peacefully dialogue between Iraqi Authorities and their citizens. Iraq deserves peace, security and prosperity",,@ItalyinIraq,#Iraq #Baghdad,1179696208459321350,https://twitter.com/ItalyinIraq/status/1179696208459321350
2019-10-03 09:46:41,mujadidrais,,1,0,0,"Prof.Syafiq, Special Envoy of President for interfaith and intercivilization dialogue and cooperation, is presenting the diversity and multicultural Indoneisa to senior citizens in Indonesian Embassy in København @IndonesiaInCPH @UtsusDKAAP",,@IndonesiaInCPH @UtsusDKAAP,,1179694249115373568,https://twitter.com/mujadidrais/status/1179694249115373568
2019-10-02 20:45:44,Haripromani,JoventRepublica,0,0,0,"#Tibetans #DialogueforPeace #Peace Delivering the ‘Peace Letter’ at the Chinese Embassy in Stockholm with the urgent message of Peace and Dialogue between representatives of the Dalai Lama and representatives of Xi Jinping https://www.facebook.com/Dialogueforpeacetibet/photos/pcb.480463655874762/480459615875166/?type=3&amp;theater&amp;ifg=1",,,#Tibetans #DialogueforPeace #Peace,1179497718735101952,https://twitter.com/Haripromani/status/1179497718735101952
2019-10-02 04:19:54,clara111,,1,8,8,"Delivering the ‘Peace Letter’at the Chinese Embassy in Stockholm with the urgent message of Peace and Dialogue between representatives of the Dalai Lama and representatives of Xi Jinping to achieve genuine autonomy for #Tibet inside the PRC #Dialogue4Peace https://www.facebook.com/Dialogueforpeacetibet/posts/480463655874762",,,#Tibet #Dialogue4Peace,1179249623141175297,https://twitter.com/clara111/status/1179249623141175297
2019-10-02 04:18:44,africanewshub,,0,0,0,"#Cameroon - Major National Dialogue: #US Embassy Says It Remains A Neutral Observer, Denies Claims Former Diplomat Herman Cohen Would Represent Ambazonia https://i.africane.ws/8iJ",,,#Cameroon #US,1179249332756893697,https://twitter.com/africanewshub/status/1179249332756893697
2019-10-02 01:22:40,ndefrank,,0,1,1,"US Government Counts Herself Out Of Ongoing French Cameroun Dialogue The United States Embassy in Yaounde, capital of La Republique du Cameroun (LRC), says the US government has not... ",,,,1179205023735193600,https://twitter.com/ndefrank/status/1179205023735193600
2019-10-01 16:14:13,ndeemma,ManeNtali,0,0,1,"Was this written by Tchiroma/Nji and sent to the embassy? It has their signatures all over it. ""Enter into open-ended dialogue without preconditions"" which rock did they crawled our from? I stand corrected but this was written by the regime.",,,,1179067001672589312,https://twitter.com/ndeemma/status/1179067001672589312
2019-10-01 15:37:02,camerliberation,,0,0,0,"Cameroon - Major National Dialogue: US Embassy Says It Remains A Neutral Observer, Denies Claims Former Diplomat Herman Cohen Would Represent Ambazonia ",,,,1179057643694039040,https://twitter.com/camerliberation/status/1179057643694039040
2019-10-01 11:13:17,Haripromani,,0,2,3,"#Tibetans #DialogueforPeace #Peace Delivering the ‘Peace Letter’ at the Chinese Embassy in Stockholm with the urgent message of Peace and Dialogue between representatives of the Dalai Lama and representatives of Xi Jinping https://www.facebook.com/Dialogueforpeacetibet/photos/pcb.480463655874762/480459615875166/?type=3&amp;theater&amp;ifg=1",,,#Tibetans #DialogueforPeace #Peace,1178991269160390657,https://twitter.com/Haripromani/status/1178991269160390657
2019-09-30 11:00:20,JustineTanga,JoelSsenyonyi,0,0,0,"Joel I remember when I first met you at the IRC, US embassy during some dialogue with the US-Uganda education officer. You looked to possess zeal and determination in your eyes. Please keep it up.",,,,1178625619711680512,https://twitter.com/JustineTanga/status/1178625619711680512
2019-09-28 16:24:03,kbridenhaag,,0,1,7,"Indonesian Embassy in The Hague initiated dialogue (26/9) between ASEAN countries in the Hague and the Netherlands on potential cooperation in the context of ASEAN Outlook on the Indo-Pacific (AOIP). #IndonesianWay #AseanWay #AseanNetherlands",,,#IndonesianWay #AseanWay #AseanNetherlands,1177982310618210306,https://twitter.com/kbridenhaag/status/1177982310618210306
2019-09-28 10:44:58,IndiainMyanmar,,0,13,30," India Myanmar |Dialogue with the Min. of Investment and Foreign Economic Relations (MIFER)| India-Myanmar Chamber of Commerce supported by Embassy hosted an interaction with U Aung Naing Oo, Perm. Secy., MIFER. Q&amp;A on policy issues related to business &amp; investment followed. ",,,,1177896977188569099,https://twitter.com/IndiainMyanmar/status/1177896977188569099
2019-09-28 04:09:01,ndefrank,,0,0,0,"Announcement From Cameroon Embassy in DC, USA (Sept. 27, 2019)—The Ambassador of the Republic of Cameroon to the United States, Henri Étoundi Essomba, announces that there shall be no dialogue taking place in... https://www.facebook.com/1777854615/posts/10205819377561789/",,,,1177797334144557056,https://twitter.com/ndefrank/status/1177797334144557056
2019-09-28 00:15:09,AtangaCelest,,1,1,0,"Announcement From Cameroon Embassy in DC, USA (Sept. 27, 2019)—The Ambassador of the Republic of Cameroon to the United States, Henri Étoundi Essomba, announces that there shall be no dialogue taking place in Washington DC, USA, pursuant to calls from H.E. President Paul Biya",,,,1177738477858893824,https://twitter.com/AtangaCelest/status/1177738477858893824
2019-09-27 22:29:45,Muambazo,,0,0,0,"Hahaha TRAP Announcement From Cameroon Embassy in DC, USA (Sept. 27, 2019)—The Ambassador of the Republic of Cameroon to the United States, Henri Étoundi Essomba, announces that there shall be no dialogue... https://www.facebook.com/100002027583652/posts/2456638294413733/",,,,1177711952988184576,https://twitter.com/Muambazo/status/1177711952988184576
2019-09-27 22:09:25,uchiba10,,0,0,0,"Announcement From Cameroon Embassy in DC, USA (Sept. 27, 2019)—The Ambassador of the Republic of Cameroon to the United States, Henri Étoundi Essomba, announces that there shall be no dialogue taking place in... https://www.facebook.com/100001108849683/posts/2533781340002136/",,,,1177706837824692225,https://twitter.com/uchiba10/status/1177706837824692225
2019-09-27 14:38:07,DiploMix,FrenchEmbassyUg,0,0,0,"#Ambassades @FrenchEmbassyUg: The French Embassy participates in a Uganda health financing dialogue in Kampala https://ug.ambafrance.org/The-French-Embassy-participates-in-a-Uganda-health-financing-dialogue-ahead-of ",,@FrenchEmbassyUg,#Ambassades,1177593262556766208,https://twitter.com/DiploMix/status/1177593262556766208
2019-09-27 14:17:35,FrenchEmbassyUg,,0,4,15,"The French Embassy participates in a Uganda health financing dialogue in Kampala https://ug.ambafrance.org/The-French-Embassy-participates-in-a-Uganda-health-financing-dialogue-ahead-of",,,,1177588097023905798,https://twitter.com/FrenchEmbassyUg/status/1177588097023905798
2019-09-27 12:04:21,USEmbassySA,,0,0,3,"#PressRelease South Africa-United States Strategic Dialogue: 10th Annual Bilateral Forum (ABF) | U.S. Embassy &amp; Consulates in South Africa ",,,#PressRelease,1177554567782961152,https://twitter.com/USEmbassySA/status/1177554567782961152
2019-09-26 21:31:04,PAKPETS0416,PelaizSacha,0,0,0,"Did stop North Korea with peaceful dialogue.Did stop Syria from chemical warfare.Building a wall is working against illegal border trade. Preventing Iran from production of nuclear warfare. Sanctions are peaceful.Moved Embassy. More?",,,,1177334798626390021,https://twitter.com/PAKPETS0416/status/1177334798626390021
2019-09-26 20:39:58,IndonesiaInCPH,,0,0,1,"The Embassy of the Republic of Indonesia in Copenhagen cordially invites you to the 3rd Indonesia-Denmark Interfaith and Intermedia Dialogue. For further details, click the link below : https://kemlu.go.id/copenhagen/en/read/the-3rd-indonesia-denmark-interfaith-intermedia-dialogue/3172/etc-menu RSVP to rsvp@kbricph.dk by October 2nd 2019",,,,1177321939267915780,https://twitter.com/IndonesiaInCPH/status/1177321939267915780
2019-09-26 19:15:14,AfricaDigitali,,0,3,5,"H.E Victor LOE Cameroon’s Ambassador in #Tunisia met several members of the Diaspora at the Embassy for pre-dialogue consultations on september 25th 2019. This falls within the framework of the nation dialogue. #CmrDialogue #BiyaSpeech #Cameroon",,,#Tunisia #CmrDialogue #BiyaSpeech #Cameroon,1177300615329918977,https://twitter.com/AfricaDigitali/status/1177300615329918977
2019-09-26 07:19:00,GaelArsene,,0,3,7,"Within the framework of the Major National Dialogue announced by H.E. Paul Biya, Dr Diana Acha Mofor led a delegation to the Embassy of Cameroon in Brussels, for pre-dialogue consultations with the diaspora. #CmrDialogue #BiyaSpeech #Cameroon ",,,#CmrDialogue #BiyaSpeech #Cameroon,1177120368252919808,https://twitter.com/GaelArsene/status/1177120368252919808
2019-09-25 18:49:22,SwissAmbUSA,,0,4,32,"#Swiss companies are strong contributors when it comes to expanding #apprenticeship programs in the US. Our role at the embassy is to encourage bilateral &amp; international dialogue &amp; to connect stakeholders. Learn about the cooperation &amp; initiatives: https://bit.ly/2lM5kff",,,#Swiss #apprenticeship,1176931718001037318,https://twitter.com/SwissAmbUSA/status/1176931718001037318
2019-09-25 18:48:43,TheViewFromLL2,,1,17,40,"According to Lutsenko, approximately $4.4 million in U.S. foreign assistance had been designated for the Prosecutor General's Office, but it never arrived like it was supposed to. So Lutsenko started ""a dialogue"" with the US embassy to ask about what had happened to the money. ",,,,1176931554418987008,https://twitter.com/TheViewFromLL2/status/1176931554418987008
2019-09-24 16:30:42,yogijuancanobi,,0,0,0,"Thread by @HeshmatAlavi: ""1) Interesting to see mortars shells land near the US Embassy in Baghdad on Monday while 's @HassanRouhani &amp;amp; @Jhey seek ""peace"" &amp;amp; ""dialogue."" Reminder: Tehran has a conglomerate of a […]"" #Iran #No2Rouhani #UNGA74 #UPDATE",,@HeshmatAlavi @HassanRouhani @jhey,#Iran #No2Rouhani #UNGA74 #UPDATE,1176534431802298369,https://twitter.com/yogijuancanobi/status/1176534431802298369
2019-09-24 15:45:01,clara111,,0,3,8,"Today, September 24, in front of Chinese Embassy in The Hague, capital of Holland, we have delivered the Peace Letter of Dialogue for Peace tour. #Tibetans #DialogueforPeacetour https://www.facebook.com/Dialogueforpeacetibet/photos/a.444637822790679/476842956236832/?type=3&amp;theater",,,#Tibetans #DialogueforPeacetour,1176522936825602049,https://twitter.com/clara111/status/1176522936825602049
2019-09-24 14:00:19,m_mrezamm,,0,1,1,"Interesting 2 see mortars shells land near the #US Embassy in #Baghdad on Monday while #Iran's @HassanRouhani&amp; @JZarif smile 4D cameras in #NYC claiming they seek ""#peace"" &amp;amp; ""#dialogue."" Reminder: #Tehran has a conglomerate of armed proxy militia groups in #Iraq (File Photo)",,@HassanRouhani @JZarif,#US #Baghdad #Iran #NYC #peace #dialogue #Tehran #Iraq,1176496588044128256,https://twitter.com/m_mrezamm/status/1176496588044128256
2019-09-24 13:49:07,m_mrezamm,,0,0,0,"Thread by @HeshmatAlavi: ""1) Interesting to see mortars shells land near the US Embassy in Baghdad on Monday while 's @HassanRouhani &amp;amp; @Jhey seek ""peace"" &amp;amp; ""dialogue."" Reminder: Tehran has a conglomerate of a […]"" #Iran #No2Rouhani #UNGA74 #UPDATE https://threadreaderapp.com/thread/1176440201570373632.html",,@HeshmatAlavi @HassanRouhani @jhey,#Iran #No2Rouhani #UNGA74 #UPDATE,1176493771443195906,https://twitter.com/m_mrezamm/status/1176493771443195906
2019-09-24 12:45:30,UAEEmbChina,,0,2,11,"UAE Embassy to China, in collaboration with the University of International Studies in Beijing, organized a cultural exchange for Emirati &amp; Chinese students.The event included an interaction cultural dialogue followed by artistic performance from the students @MoFAICUAE @OPCD_UAE",,@MoFAICUAE @OPCD_UAE,,1176477758786080770,https://twitter.com/UAEEmbChina/status/1176477758786080770
2019-09-24 12:28:07,TesterTwitt,,0,0,0,"Thread by @HeshmatAlavi: ""1) Interesting to see mortars shells land near the US Embassy in Baghdad on Monday while 's @HassanRouhani &amp;amp; @Jhey seek ""peace"" &amp;amp; ""dialogue."" Reminder: Tehran has a conglomerate of a […]"" #Iran #No2Rouhani #UNGA74 #UPDATE https://threadreaderapp.com/thread/1176440201570373632.html",,@HeshmatAlavi @HassanRouhani @jhey,#Iran #No2Rouhani #UNGA74 #UPDATE,1176473383661445120,https://twitter.com/TesterTwitt/status/1176473383661445120
2019-09-24 11:21:24,skrokon,,0,1,6,"The American Center in Dhaka, #Bangladesh &amp; Gen Lab hosted a dialogue on the relationship between environmental instabilities like #ClimateChange &amp; violent extremism. I was invited as speaker. Embassy facebook page published these photos today. Happy with the young participants. ",,,#Bangladesh #ClimateChange,1176456595594711040,https://twitter.com/skrokon/status/1176456595594711040
2019-09-24 10:16:15,HeshmatAlavi,,9,153,145,"1) Interesting to see mortars shells land near the US Embassy in Baghdad on Monday while #Iran's @HassanRouhani &amp; @JZarif smile for the cameras in NYC claiming they seek ""peace"" &amp; ""dialogue."" Reminder: Tehran has a conglomerate of armed proxy militia groups in Iraq. (File Photo) ",,@HassanRouhani @JZarif,#Iran,1176440201570373632,https://twitter.com/HeshmatAlavi/status/1176440201570373632
2019-09-23 07:19:54,NLinIndonesia,,0,4,16,"Today is the 1st day of the EU Climate Diplomacy Week 2019! Youth and Climate actions & events to foster dialogue &amp; cooperation on #climatechange. Opening by Ambassador @LambertGrijns &amp; also present Deputy Ambassador @AStoiosbraken @the Dutch Embassy #ClimaDiplo #United4Climate – at Kedutaan Besar Belanda (Koninklijke Nederlandse Ambassade)",,@LambertGrijns @AStoiosbraken,#climatechange #ClimaDiplo #United4Climate,1176033430934417408,https://twitter.com/NLinIndonesia/status/1176033430934417408
2019-09-22 16:52:06,DialloNjoh,,0,0,0,"Hahaha. Ils ont appris la leçon. À Londres le dialogue est secret et véritablement exclusif. O bosso. #cameroun #uk #embassy #nationaldialogue #exclusifdialogue #inclusivedialogue #mrc #bas #noso #war #guerre",,,#cameroun #uk #embassy #nationaldialogue #exclusifdialogue #inclusivedialogue #mrc #bas #noso #war #guerre,1175815041574195201,https://twitter.com/DialloNjoh/status/1175815041574195201
2019-09-22 15:18:58,Isaac_Tampa,SirYusufu,1,0,0,"Which way should reform come. You refused dialogue. We once said it @mdczimbabwe muchaichemera tapedza hedu isu. You will do it wt us embassy as always",,@mdczimbabwe,,1175791605128843266,https://twitter.com/Isaac_Tampa/status/1175791605128843266
2019-09-21 17:26:23,Hargura1,USAmbKenya,0,0,0,"I agree bwana Ambassador that dialogue and human understanding is paramount. But How can you explain someone's VISA is still withheld at Embassy after successful undergoing interview! No communication and the event which I was to attend in New York is so important to many lives. ",,,,1175461282520162304,https://twitter.com/Hargura1/status/1175461282520162304
2019-09-20 22:39:47,antisardinard,,0,0,3,"Ambozonians raise their flag at #Cameroon embassy in Canada. The large BIYA dialogue is starting well ",,,#Cameroon,1175177764204425217,https://twitter.com/antisardinard/status/1175177764204425217
2019-09-20 09:37:08,ibtkar_consult,,0,3,9,"Ibtkar's Women: Leadership and Dialogue program was formally launched yesterday at an event hosted by the German Embassy. Ambassador Designate Stefan Möbs shared insights on current affairs in Germany &amp; Ruth Brodesser, Head of Cultural Affairs disseminated information on Germany. ",,,,1174980803719135237,https://twitter.com/ibtkar_consult/status/1174980803719135237
2019-09-20 08:39:16,emad_badi,,1,1,5,"There seems to be a bit of a discrepancy on what the meeting was about... #US Embassy mentions it was about the current situation &amp; prospects to get to political dialogue... #Haftar's Dignity media arm says it was about the military situation &amp; US-#Libya relations. Go figure.",,,#US #Haftar #Libya,1174966239724097538,https://twitter.com/emad_badi/status/1174966239724097538
2019-09-20 07:12:30,ph_gregoire,,0,1,5,"#Belgium well represented @4th Asia-Europe Counter-Terrorism Dialogue in KL. 2 Belgian colleagues shared their expertise ia on Belgian approach of tackling violent extremism &amp; radicalisation. On this occasion Embassy hosted a working dinner with Counter- Terrorism experts. ",,,#Belgium,1174944405729374211,https://twitter.com/ph_gregoire/status/1174944405729374211
2019-09-19 17:23:10,Gabriel57508283,,0,1,0,"What will Cameroonians in Germany submit on the table of dialogue from the 30th September in Yaounde? To answer this question,Cameroon embassy in the Federal Republic of Germany has called for a meeting at the embassy this Saturday 21st of September beginning from 12h. MMI ",,,,1174735697741135872,https://twitter.com/Gabriel57508283/status/1174735697741135872
2019-09-19 14:57:40,news_amba,,1,3,0,"""...Paul Biya's Ambassador Calls me to Attend 'Dialogue'..."". I have received calls from the embassy saying the government has asked that they reach out to me to attend the consultative talks with Professor... https://www.facebook.com/100002891566097/posts/2079208562185509/",,,,1174699080058101761,https://twitter.com/news_amba/status/1174699080058101761
2019-09-18 07:46:17,ChomboMarian,,0,0,0,"At Netherlands embassy discussing ""promoting partnership through dialogue. Hosted by the ambassador herself. Why shud politics be gender sensitive. Women participate across party lines.",,,,1174228132427108353,https://twitter.com/ChomboMarian/status/1174228132427108353
2019-09-17 15:46:00,EmbavenezSudan,,0,6,7,"Today we go to the Embassy of Chad to present our condolences for the death of former President Mahamat Choua, at which time he was able to report on the peace dialogue initiated yesterday in Caracas. @ypimentel2021 @MFAVenezuela @telesurenglish @jaarreaza",,@ypimentel2021 @MFAVenezuela @telesurenglish @jaarreaza,,1173986467804307457,https://twitter.com/EmbavenezSudan/status/1173986467804307457
2019-09-17 12:59:01,EmbavenezSudan,,0,4,3,"Today we go to the Indonesian Embassy to present our condolences for the death of former President Prof. Dr. Bacharuddin Jusuf Habibie. The moment allowed us to report on the peace dialogue initiated yesterday in Caracas. @MFAVenezuela @ypimentel2021",,@MFAVenezuela @ypimentel2021,,1173944445299044352,https://twitter.com/EmbavenezSudan/status/1173944445299044352
2019-09-16 21:22:58,UAEEmbassyUS,,1,11,18,"The UAE Embassy in Washington, DC &amp; @runningstart hosted an event for young Emirati women &amp; Running Start interns, which featured remarks from Congresswoman @RosLehtinen, cross-cultural open dialogue, and the chance to build a professional network. #WomenEmpowerment @SusannahWDC",,@runningstart @RosLehtinen @SusannahWDC,#WomenEmpowerment,1173708879978532865,https://twitter.com/UAEEmbassyUS/status/1173708879978532865
2019-09-13 16:43:49,CircularHotspot,,0,0,2,"Today @CircularHotspot participated in a dialogue on liveable and dynamic #cities with Martha Delgado #Mexico’s Undersecretary for Multilateral Affairs and Human Rights at the Mexican embassy in The Hague! https://lnkd.in/eYEhwsU #circularcities #circulareconomy @NLinMexico",,@CircularHotspot @NLinMexico,#cities #Mexico #circularcities #circulareconomy,1172551467019976708,https://twitter.com/CircularHotspot/status/1172551467019976708
2019-09-13 08:04:49,ItalyinGermany,,0,2,14,"Our Embassy is hosting today the “Italian-German #Industry #Dialogue on Battery Cell #Production” #KLiB @Confindustria @Diplomazia_Ec_I @mise_gov @bmwi_bund",,@Confindustria @Diplomazia_Ec_I @MISE_GOV @BMWi_Bund,#Industry #Dialogue #Production #KLiB,1172420857404125184,https://twitter.com/ItalyinGermany/status/1172420857404125184
2019-09-11 13:58:47,FCSTZ,,0,8,32,"''I can say confidently that this 1st CSO week was a success in re-engaging the dialogue between CSOs and the govt and this is why the Embassy of France has agreed to sponsor this second CSO week, like it has done for the first one last year.'' - Marion Caussanel @FranceTanzania",,@FranceTanzania,,1171785161832325122,https://twitter.com/FCSTZ/status/1171785161832325122
2019-09-11 10:21:08,IrlEmbParis,,0,1,6,"Ambassador O’Brien was delighted to host @SusNatIrl Green Embassy Dialogue yesterday evening. Leaders in sustainable finance discussed @EU_Commission proposals with Prof Andreas Hoepner and heard about Irish Government initiatives to promote green financing.",,@SusNatIrl @EU_Commission,,1171730385513996289,https://twitter.com/IrlEmbParis/status/1171730385513996289
2019-09-11 10:01:22,freetibetorg,,0,9,22,"London, see you this evening? Wednesday 11 September Dialogue for Peace Vigil Chinese Embassy, 31 Portland Place Marylebone, W1B 1QD 6:00pm https://www.facebook.com/events/409484559772441/",,,,1171725414018035712,https://twitter.com/freetibetorg/status/1171725414018035712
2019-09-11 07:05:33,ChatthaHyder,,0,0,2,"#Kabul 9/11 aniversory. Rocket blast near US Embassy in kabul. Alarms triggered in just 48 hours of Trump statement of peace dialogue.Plan 2001 is still not coming to sucess.Pakistan's crucial role in all this scenario.Talibans gonna play decisive role with the unipolar power.",,,#Kabul,1171681165536878592,https://twitter.com/ChatthaHyder/status/1171681165536878592
2019-09-11 05:36:35,Christ__embassy,,0,0,0,"Pope Francis shrugs off critics, calling schism part of church's history: VATICAN CITY (RNS) — On his flight back from a weeklong trip to Africa, Pope Francis answered critics of his papacy, saying that although he hopes for dialogue he's not afraid of ... ",,,,1171658777868800005,https://twitter.com/Christ__embassy/status/1171658777868800005
2019-09-11 01:39:40,Sing365K,ani_digital,2,0,4,"Explosion occurs in Kabul near US embassy. This is just after US president Donal Trump ended dialogue with Taliban. It is time for world leaders to come together to fight with this menace of terrorism. They are taking life of innocent people and soldiers",,,,1171599154029576192,https://twitter.com/Sing365K/status/1171599154029576192
2019-09-10 21:54:05,tkdb10,,0,0,2,"#Dialogue for #Peace led by Ven Thupten Wangchen &amp; team warmly received by Tibetans in #woolwich London this evening. They will be here for next two days, and will be present at the vigil in front of #Chinese Embassy London on 11th Sep.(5.45pm) see you there! @UkTibetan",,@UkTibetan,#Dialogue #Peace #woolwich #Chinese,1171542383881797633,https://twitter.com/tkdb10/status/1171542383881797633
2019-09-10 18:24:51,NASPC1952,,1,9,17,"A member of the Embassy in charge of Public diplomacy assured us that the South African government is in no way condoning the violence going on; she also was open to having a dialogue with the NAS, to seek lasting solution to the issue. #SayNoToXenophobiaAttacks",,,#SayNoToXenophobiaAttacks,1171489727851032577,https://twitter.com/NASPC1952/status/1171489727851032577
2019-09-10 15:33:28,BrunelPP,,0,0,1,"Our CRIO @RITalking is co-presenting the Green Embassy Dialogue series #TransparentAlignedAssetManagerAwards (TAAMA) @PRI_News. If you’ve been shortlisted, congrats &amp; good luck!",,@RITalking @PRI_News,#TransparentAlignedAssetManagerAwards,1171446599974707200,https://twitter.com/BrunelPP/status/1171446599974707200
2019-09-10 14:12:13,BrazilEmbassyUK,,0,6,10,"The Embassy hosted on 9/9 the 2nd Brazil-UK Defence Industry Dialogue. Interesting exchange of experiences in a strategic, technology-intensive sector. is already an important player in it - e.g., many air forces around the globe make use of Brazilian-made planes.@DefesaGovBr",,@DefesaGovBr,,1171426151719297025,https://twitter.com/BrazilEmbassyUK/status/1171426151719297025
2019-09-10 10:52:35,BentleyWalker,,0,0,1,"Our Business Development Executive, Lewis Agreda Walsh, spent yesterday at the Embassy of Brazil for the Defence Industry Dialogue and meetings with government and industry. Proof that there are no corners of the globe that Bentley Walker Ltd do not have interests in! ",,,,1171375911448584197,https://twitter.com/BentleyWalker/status/1171375911448584197
2019-09-09 10:45:06,freetibetorg,,0,12,26,"The Dialogue for Peace tour arrives in London tomorrow. Will you be joining us? 10 Sept Welcome Ceremony General Gordon Square Woolwich, SE18 6HD 6:00pm 11 Sept Dialogue for Peace Vigil Chinese Embassy, 31 Portland Place Marylebone, W1B 1QD 6:00pm https://www.facebook.com/events/409484559772441/",,,,1171011642202689538,https://twitter.com/freetibetorg/status/1171011642202689538
2019-09-09 03:11:42,jtmakerboom,,2,3,17,"Catching up with our neighbour and good Embassy friend @HamedGailani. Thanks again for our open and frank discussion on ongoing efforts for peace, IntraAfghan dialogue and presidential election. #Afghanistan",,@HamedGailani,#Afghanistan,1170897539593330688,https://twitter.com/jtmakerboom/status/1170897539593330688
2019-09-08 21:17:13,rodmckie,,0,0,0,"Superstar and Tekla founder @robynkonichiwa 's plans to empower women: https://youtu.be/dOx1fY-Ckt0 Robyn and the global plans for Tekla: https://youtu.be/tsZA_s79vc4 Robyn in the Tekla dialogue, Embassy of sweden, DC: ",,@robynkonichiwa,,1170808332858404864,https://twitter.com/rodmckie/status/1170808332858404864
2019-09-08 09:05:24,HarriKamarainen,seeinam,1,0,1,"I agree there are many things that would be easier if we had an Embassy in Islamabad. But we have to live with the current situation and try to find ways how to facilitate student exchange etc. Always ready for a dialogue and doors to my office in Helsinki are open.",,,,1170624164027408385,https://twitter.com/HarriKamarainen/status/1170624164027408385
2019-09-07 20:20:33,FIndia19,jeremycorbyn,0,0,0,"Your mayor left the Indian embassy exposed . How about censoring your Mayor? And for that matter there is no dialogue to be had over Kashmir. The dialogue is going to be only over POK",,,,1170431684547940357,https://twitter.com/FIndia19/status/1170431684547940357
2019-09-07 18:42:54,AjalaYemi,,0,1,0,"Still hilarious that the UNIABUJA SUG President went to negotiate at the South African embassy while his National President was rejecting call for dialogue ",,,,1170407107247648769,https://twitter.com/AjalaYemi/status/1170407107247648769
